,note,nrate,ingre,time,rooturl,pattern,recipeurl,budget,level,likes,nutriscore,ecoscore
Skyr glacé façon stracciatella,5,2,"skyr bio Les 2 Vaches®,blanc d'oeuf,eau,sucre en poudre,sucre vanillé,chocolat noir,jus de citron,vanille.Dans une casserole, faire fondre le sucre en poudre et le sucre...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_skyr-glace-facon-stracciatella_391658.aspx,bon marché,facile,0,,
Escalope de dinde au germes de soja et poireaux,4.3,3,"escalope de dinde,germes de soja (frais),poireau émincés,sauce d'huître,soja sauce,vinaigre balsamique,miel liquide,poivre du moulin,sel,huile d'olive.Rincez les germes de soja sous l'eau courante....",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_escalope-de-dinde-au-germes-de-soja-et-poireaux_21222.aspx,Coût moyen,très facile,135,a,c
Gâteau de crêpe à la compote de pommes,0,0,"crêpe,pomme,sucre glace,beurre.Epluchez et coupez les pommes en lamelles.Faites-les compoter à la poêle avec un peu de beurre et les 3/4 du sucre glace environ 15 minutes à couvert. Veillez à ce que...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gateau-de-crepe-a-la-compote-de-pommes_23428.aspx,bon marché,très facile,98,c,b
Gratin de chou aux saucisses de Toulouse,3.7,3,"saucisse de Toulouse,chou blanc ou vert,fromage blanc,gouda râpé,oeuf,piment de Cayenne,beurre ,poivre,sel.Préchauffer votre four à 180°C (thermostat 6).Laver le chou, lui ôter le trognon et jeter...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-chou-aux-saucisses-de-toulouse_30649.aspx,Coût moyen,facile,194,b,d
Filets de poissons blancs sur leur lit de poivrons,4.9,28,"poisson blanc (merlan, tacaud etc...),poivron vert,oignon,huile d'olive,crème fraîche,vin blanc sec,herbes de Provence,poivre,sel.Laver et découper le poivron en petits dés. Eplucher l'oignon et le...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_filets-de-poissons-blancs-sur-leur-lit-de-poivrons_34692.aspx,bon marché,très facile,100,b,d
Chou-fleur rôti sucré salé en 25 minutes,4.4,5,"chou-fleur,roquette,pruneau,amandes,Beurre spécial cuisson Elle & Vire,huile d'olive,oignon,herbes de Provence,sel,poivre.Préchauffer le four à 220°C (thermostat 7-8)....",26,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1104&page=93,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_chou-fleur-roti-aux-fruits-secs_374875.aspx,Coût moyen,facile,841,,
Escalope de veau au jambon de parme et mozzarella,4.5,25,"escalope de veau ,jambon de Parme (ou un jambon italien),mozzarella,basilic (ou en pot).Préchauffer votre four en position grill à 200°C. Poêler les escalopes de veau sur un seul côté pendant 4 à...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_escalope-de-veau-au-jambon-de-parme-et-mozzarella_27250.aspx,bon marché,très facile,4300,c,e
Salade de mâche parfumée de tatie lolo,4,3,"salade de mâche,beaufort (ou Comté, Gruyère, Gouda etc...),anchois frais marinés à l'huile d'olive (utiliser ceux vendus sous vide en barquette au rayon des poissons frais, et non pas ceux très salés...",18,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_salade-de-mache-parfumee-de-tatie-lolo_36918.aspx,bon marché,très facile,1200,a,c
"Purée de pommes de terre, carottes et banane",4,7,"pomme de terre,carotte,banane,beurre,lait.Peler les pommes de terre et les carottes, les couper en deux.Faire cuire les pommes de terre et les carottes à l'eau bouillante, dans une casserole, pendant 15...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_puree-de-pommes-de-terre-carottes-et-banane_52688.aspx,bon marché,très facile,1400,b,a
filet de perche a la bisque de homard,4,2,"homard,crème fraîche,champignon de Paris,poivre,sel,emmental râpé.Dans un plat allant au four mettre les champignons de paris egouttés, poser dessus les filets de perche, les saler et...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_filet-de-perche-a-la-bisque-de-homard_56373.aspx,bon marché,facile,72,d,d
Risotto crémeux au skyr et potimarron,4.3,4,"riz pour risotto,skyr bio Les 2 Vaches®,potimarron,oignon blanc,parmesan,bouillon de légumes,huile d'olive,vin blanc,eau,sel,poivre,riz pour risotto,skyr bio Les 2...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_risotto-cremeux-au-skyr-et-potimarron_391662.aspx,bon marché,facile,0,,
Bavarois de betterave gingembre et coulis de concombre,4.4,5,"betterave,sucre,ail,gingembre,fromage blanc 0%,crème liquide entière (30%),concombre,citron,gélatine,poivre,sel.Prévoir 6 heures de réfrigération.Couper en dés fins (environ 5 mm), en réserver 30...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_bavarois-de-betterave-gingembre-et-coulis-de-concombre_27577.aspx,bon marché,facile,152,c,c
Joue de porc aux choux de Bruxelles,3.7,6,"noix de joues de porc (2 par personne),oignon,ail,bouquet garni,tomate (facultatif),concentré de tomates,bouillon de volaille dilué dans 100 ml d'eau,chou de bruxelles.Eplucher et laver les choux de...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_joue-de-porc-aux-choux-de-bruxelles_27991.aspx,bon marché,très facile,388,a,d
Côtes de veau à la vapeur de cidre,4,2,"côte de veau ,pomme reinette,cidre,crème fraîche,farine,poivre,sel.Verser le cidre dans une cocotte. Placer un panier vapeur au dessus.Couper les pommes en quartiers et les disposer, ainsi que la...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cotes-de-veau-a-la-vapeur-de-cidre_29099.aspx,Coût moyen,facile,493,b,d
la soupe de potiron de mes élèves (micro-ondes),4.8,5,"potiron,lait (40 cl environ),eau (40 cl environ),gros sel,curcuma (facultatif),sucre en poudre (facultatif).Epluchez et coupez le potiron en gros dés, les petits peuvent le faire avec des couteaux en...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_la-soupe-de-potiron-de-mes-eleves-micro-ondes_41715.aspx,bon marché,très facile,374,a,b
Mozzarella aux raisins frais et oignons nouveaux en 20 minutes,5,3,"mozzarella,raisin frais,estragon,pain rassis,oignon nouveau,amandes entières et noisettes,huile d'olive,vinaigre balsamique,fleur de sel.Retirez les grains de raisin des...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_mozzarella-aux-raisins-frais-et-oignons-nouveaux_372961.aspx,Coût moyen,facile,982,,
Cari de crevettes à la noix de coco,4.4,19,"crevettes,noix de coco rapée ou en boîte,curry,ail,oignon,tomate.Faire revenir l'ail et l'oignon dans un faitout. Mettre de l'eau bouillante sur le coco. Prendre un torchon et essorer le coco imbibé...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cari-de-crevettes-a-la-noix-de-coco_13900.aspx,Coût moyen,facile,1700,a,d
la tarte au thon de Corinne (recette de Marseille),4.7,33,"pâte brisée ou feuilletée prête à garnir,thon au naturel,tomate,gruyère râpé,crème fraîche liquide,moutarde à l'ancienne,poivre,sel,paprika.Prechauffer le four à 200-220°C. Bien égoutter le...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_la-tarte-au-thon-de-corinne-recette-de-marseille_18680.aspx,bon marché,très facile,100,d,d
Magret de canard au miel et au vinaigre de framboise,4.5,121,"Magret de Canard ou filet,échalote,vinaigre de framboise,miel.Faire cuire le magret avec la peau mais jeter un peu de graisse.Retirer le magret puis faire revenir les échalotes bien dorées, puis le...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_magret-de-canard-au-miel-et-au-vinaigre-de-framboise_15296.aspx,Coût moyen,facile,8800,b,d
"Poêlée de pommes de terre, champignon, bacon",4,4,"pomme de terre déjà cuites à l'eau ou à la vapeur,champignon de Paris,bacon environ,poivre,sel,huile,beurre.Lavez et émincez les champignons et faites-les revenir dans du beurre à la poêle.En...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_poelee-de-pommes-de-terre-champignon-bacon_66624.aspx,bon marché,très facile,256,b,b
"Volaille rôtie, parfumée et moelleuse",0,0,"poulet (entre 1.6 et 2kg pour 6 personnes),petit suisse,beurre mou,citron bio,huile,sel,poivre,herbes de votre choix.Sortir la volaille du réfrigérateur 2 h à l’avance...",255,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1116&page=94,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_volaille-rotie-parfumee-et-moelleuse_372544.aspx,Coût moyen,facile,39,,
Velouté de cresson aux pommes de terre,4.8,17,"cresson,pomme de terre,oignon,feuille de laurier,bouillon,beurre,crème fraîche,muscade,poivre,sel,cresson,pomme de terre,oignon,feuille de laurier,bouillon,beurre,crème...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_veloute-de-cresson-aux-pommes-de-terre_65485.aspx,bon marché,très facile,974,d,d
Feuilleté de chou-fleur et chiffonnade de sanglier,0,0,"chou-fleur,pâte feuilleté,jambon de sanglier poivré et salé en chiffonnade (environ 15-20 grammes par personne),bouillon de volaille,bouillon de légumes,herbes de Provence,curry.Faire bouillir une...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_feuillete-de-chou-fleur-et-chiffonnade-de-sanglier_332348.aspx,bon marché,facile,25,a,c
Quenelles de brochet sauce bisque de homard,4.6,11,"quenelle de brochet,homard,fromage râpé,lait,poivre,sel.Mettre les 4 quenelles dans un plat à gratin, bien espacées les unes des autres (car elles vont gonfler pendant la cuisson).Faire la sauce :...",55,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_quenelles-de-brochet-sauce-bisque-de-homard_69190.aspx,bon marché,très facile,564,b,c
Burger aux galettes de pommes de terre,4.8,14,"pomme de terre moyennes,oignon,tomate,cheddar,mayonnaise,ketchup,oeuf,farine,sel,poivre,huile d'olive,steak.Peler, laver et râper les pommes de terre.Mélanger l'oeuf, la farine, le sel et le...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_burger-aux-galettes-de-pommes-de-terre_343540.aspx,bon marché,très facile,2300,b,c
Crêpes tourbillon,0,0,"Sucre Vanillé des Isles Alsa®,levure chimique Alsacienne Alsa®,farine,fleur de maïs,oeuf,lait,beurre fondu,sel,chocolat noir.Mélanger la farine, la fécule de maïs, la...",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_crepes-tourbillon_529564.aspx,bon marché,facile,0,,
Carpaccio de noix de Saint-Jacques et crevettes,5,1,"noix de st jacques,crevettes,saumon fumé,avocat mûr,huile de noisette,vinaigre balsamique,sauce soja,sel,poivre.Carpaccio :Couper finement les noix de st jacques et les crevettes puis les mettre dans...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gaspacho-noix-de-st-jacques-et-crevettes_223217.aspx,Coût moyen,facile,364,c,d
"Soupe de butternut, crème de coco et curry",5,15,"courge butternut,brique crème de coco de 20ml,curry,oignon rouge,eau,sel.Coupez l'oignon rouge et le faire revenir dans un peu d'huile d'olive.Découpez la courge butternut en dés, gardez les graines...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_soupe-de-butternut-creme-de-coco-et-curry_340539.aspx,bon marché,très facile,1700,b,a
Soupe de carotte au curry et lait de coco,5,44,"carotte,oignon,cube de bouillon de volaille,brique de 20 cl de lait de coco,curry en poudre,curcuma,huile d'olive,eau environ,poivre,sel,carotte,oignon,cube de bouillon de volaille,brique de 20 cl de lait de...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_soupe-de-carotte-au-curry-et-lait-de-coco_168160.aspx,bon marché,très facile,100,d,d
Noix de joue de porc aux champignons,3.7,11,"noix de joue de porc (2 par personne),carotte,oignon,poireau,ail,champignon frais,citron,huile d'olive,poivre et fond de veau en boîte,sel.Faire blanchir les noix (mouiller d'eau froide à 2 cm au...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_noix-de-joue-de-porc-aux-champignons_15731.aspx,bon marché,très facile,340,a,c
Galette des rois au Nutella®,5,2,"jaune d'oeuf,sucre,farine de blé,lait,beurre doux fondu,oeuf,poudre d'amandes,sucre,pâte feuilletée,jaune d'oeuf,Nutella®.Pour réaliser la crème pâtissière,...",183,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_galette-des-rois-au-nutella_349085.aspx,bon marché,facile,1600,,
Gratin de restes de viande aux champignons,0,0,"champignon de Paris,échalote,persil haché,beurre,viande,vin blanc.Hachez les champignons de Paris avec l'échalote et le persil. Salez, poivrez et mélangez. Préchauffez le four à 180°C (thermostat...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gratin-de-restes-de-viande-aux-champignons_21201.aspx,Coût moyen,facile,115,a,b
Côtes de porc aux pommes de terre,4.6,48,"côte de porc,pomme de terre,oignon,ail,crème fraîche,bouillon de boeuf,thym,persil,saindoux (ou huile d'olive, moins gras).Préchauffer le four Th 6 soit 200°C. Pelez et laver les pommes de terre,...",80,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cotes-de-porc-aux-pommes-de-terre_26787.aspx,bon marché,facile,3300,d,c
Bouillabaisse de pommes de terre aux oeufs,5,4,"pomme de terre,oeuf,poireau,oignon,beurre,concentré de tomates,ail pilées,persil haché,feuille de laurier,écorce d'orange,thym,safran,graine de fenouil,pain rassis,poivre,sel.Faites fondre le poireau...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_bouillabaisse-de-pommes-de-terre-aux-oeufs_25670.aspx,Coût moyen,facile,1300,b,b
Aumonières de confit de canard aux pommes,4.5,2,"confit de canard,pomme Pink Lady,oignon,miel,poivre en moulin,brick,salade de blé,miel liquide,vinaigre de framboise,huile d'olive,persil frais haché,ail hachée.Verser le contenu de la boîte de...",60,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_aumonieres-de-confit-de-canard-aux-pommes_69177.aspx,Coût moyen,très facile,457,b,d
Bœuf bourguignon bien tendre,4.8,6,"bourguignon,lardons,vin rouge,champignon de Paris,oignon,ail,beurre,bouquet garni,maïzena,eau gazeuse,cacao amer,sel,poivre.Pour une viande bien tendre, mettre les morceaux...",120,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=1128&page=95,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_boeuf-bourguignon-bien-tendre_371940.aspx,bon marché,facile,481,,
